"","id","date","price","bedrooms","bathrooms","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","lat","long","sqft_living15"
"3081",7301300215,"20150318",370000,4,2,1,0,0,3,7,1640,0,1963,47.7471,-122.324,1500
"3082",7663700792,"20140724",228000,2,1,1,0,0,3,6,1060,0,1951,47.7317,-122.296,1550
"3083",2919702235,"20140528",740000,2,1.75,1,0,0,5,7,1080,1000,1923,47.6896,-122.362,1310
"3084",5476200123,"20140710",2e+05,4,2,1,0,0,3,7,1070,1020,1974,47.5077,-122.268,1550
"3085",3797002585,"20140709",660000,3,1,1,0,0,4,7,1240,0,1927,47.6835,-122.347,1650
"3086",8864000735,"20140709",275000,4,2,2,0,0,3,7,2030,0,1944,47.4806,-122.287,1190
"3087",1193000115,"20150429",708000,2,1,1,0,0,3,7,950,170,1938,47.6496,-122.392,1510
"3088",7334501240,"20140519",280000,3,2.5,2,0,0,3,8,1270,0,1993,47.4639,-121.744,1270
"3089",7885801460,"20150106",325000,4,2.5,2,0,0,3,8,2260,0,2002,47.3488,-122.151,2450
"3090",1823099076,"20140820",495000,3,2.5,2,0,0,3,7,1780,0,1995,47.4723,-121.707,1890
"3091",8900000110,"20140922",691000,2,2,1.5,0,0,3,7,980,800,1922,47.6474,-122.362,1690
"3092",251620110,"20140702",2288000,4,2.5,2,0,2,4,11,4080,0,1983,47.6344,-122.214,4080
"3093",221049191,"20150428",329500,3,2.5,1,0,0,5,7,1360,760,1979,47.341,-122.265,2330
"3094",9264950940,"20140805",348000,3,2.5,2,0,0,3,9,2060,0,1989,47.3045,-122.351,2480
"3095",8820902540,"20141114",425000,2,1,1,0,0,4,7,1670,0,1947,47.7152,-122.282,1670
"3096",3438500625,"20140519",210000,3,1,1,0,0,3,6,1080,0,1942,47.5515,-122.357,1380
"3097",7452500315,"20141220",285000,2,1,1,0,0,3,6,710,500,1951,47.5202,-122.373,1100
"3098",8945200750,"20150430",222000,3,1,1,0,0,3,6,990,0,1966,47.3074,-122.371,1120
"3099",2599001240,"20140527",2e+05,4,2.5,1,0,0,3,7,1120,600,1961,47.2917,-122.188,1520
"3100",5360200054,"20141002",247500,3,2,1,0,0,3,7,1530,0,1995,47.2974,-122.372,1750
"3101",622069006,"20140820",1500000,4,5.5,1,0,0,3,11,5400,1150,2006,47.4302,-122.095,4110
"3102",84000245,"20141120",190000,3,1.75,1,0,0,3,6,1100,0,1942,47.4864,-122.337,1350
"3103",5605000590,"20141215",975000,4,2.5,1.5,0,0,4,9,2020,1000,1921,47.6467,-122.304,2300
"3104",6613000015,"20141223",1130000,4,3,2,0,0,4,9,2070,1110,1925,47.6583,-122.273,2720
"3105",5151600195,"20150504",283200,4,1.75,1,0,0,4,8,1130,700,1958,47.3348,-122.324,2020
"3106",7308900490,"20140714",650000,3,2.5,1,0,0,4,8,1880,660,1937,47.7176,-122.36,2110
"3107",2222900082,"20140513",449500,3,2,1,0,0,4,7,960,810,1954,47.7703,-122.343,2010
"3108",3574801720,"20141022",4e+05,3,1.75,1,0,0,3,7,1470,0,1987,47.7315,-122.226,1790
"3109",1721801591,"20150219",89950,1,1,1,0,0,3,5,570,0,1942,47.5098,-122.334,890
"3110",2641800015,"20141124",158800,3,1,1,0,0,3,6,960,0,1950,47.5006,-122.334,1110
"3111",7625703885,"20140917",870000,4,3,2,0,1,3,9,2220,720,2011,47.5437,-122.395,2240
"3112",3751600176,"20150306",196000,3,1.5,1,0,0,3,6,1000,0,1989,47.2976,-122.271,1610
"3113",5035300750,"20140731",850000,3,1.75,1,0,0,5,8,1340,1110,1940,47.6536,-122.414,2280
"3114",9510970300,"20140923",775000,4,2.5,2,0,0,3,9,3310,0,2005,47.6649,-122.08,3010
"3115",9286100300,"20140801",483500,3,2.5,2,0,0,3,8,1670,0,2001,47.5307,-122.047,1670
"3116",4047200850,"20150402",387000,3,1.5,2,0,0,3,7,1620,0,1990,47.767,-121.903,1600
"3117",4019300195,"20150124",9e+05,3,3,2,0,0,3,10,2990,0,1951,47.7602,-122.278,1750
"3118",7891600590,"20150407",336000,3,1.5,1,0,2,3,7,1240,0,1964,47.5659,-122.36,1050
"3119",5249802424,"20150417",415000,2,1,1,0,0,5,6,670,0,1949,47.561,-122.275,1240
"3120",3918400017,"20150205",380000,0,0,3,0,2,3,8,1470,0,2006,47.7145,-122.356,1470
"3121",9209900315,"20140811",350000,3,1.5,1,0,0,3,6,1320,0,1909,47.6231,-122.292,1350
"3122",7237500590,"20141117",1320000,4,5.25,2,0,0,3,11,6110,0,2005,47.5285,-122.135,4190
"3123",3271800850,"20140806",765000,3,1.75,1,0,3,4,8,1320,1120,1945,47.6474,-122.412,2530
"3124",1023059511,"20141020",527000,4,2.5,2,0,0,3,8,2900,0,2013,47.4954,-122.152,2900
"3125",4109600195,"20140718",524000,4,2.75,1.5,0,0,5,8,1480,830,1908,47.5502,-122.268,1100
"3126",5100401468,"20140715",448000,2,1,1,0,0,3,6,890,220,1937,47.6925,-122.32,1300
"3127",1926069137,"20140707",775000,4,3.25,2,0,0,3,9,2500,1600,1981,47.7302,-122.096,3770
"3128",3828000405,"20150116",176500,3,1,1.5,0,0,4,5,930,0,1910,47.3745,-122.231,930
"3129",7773800015,"20150416",750000,4,2.25,1,0,2,4,8,1620,800,1952,47.4954,-122.366,2210
"3130",1084000107,"20141202",1265000,4,2.25,1,0,0,5,8,1730,1140,1951,47.6362,-122.282,2370
"3131",7832800015,"20150226",250000,3,1,1,0,0,3,7,1480,0,1958,47.505,-122.366,1480
"3132",9829200590,"20141028",759000,3,2.75,1.5,0,2,5,8,1960,0,1900,47.6032,-122.285,2440
"3133",8127700820,"20141211",640000,3,2,1.5,0,0,4,7,1470,0,1926,47.6398,-122.393,1700
"3134",9547202265,"20150427",990000,3,3.25,2,0,0,5,8,2100,360,1910,47.6782,-122.311,2370
"3135",7663700261,"20141008",395000,4,1.75,1,0,0,4,7,980,980,1946,47.7326,-122.291,1290
"3136",1445200110,"20150421",275000,2,1.5,2,0,0,3,7,890,270,2006,47.7677,-122.315,1160
"3137",1023059313,"20150205",390000,3,2.5,2,0,0,3,8,1910,0,1997,47.4956,-122.162,2460
"3138",170000215,"20150324",752500,5,2.75,1.5,0,0,4,8,1710,1010,1913,47.6612,-122.363,1670
"3139",7550801220,"20150227",450000,2,1,1.5,0,0,4,6,1020,0,1906,47.6725,-122.396,1490
"3140",7518501390,"20140617",473000,2,1,1,0,0,4,7,900,0,1909,47.6804,-122.378,1400
"3141",9407102460,"20150323",178500,3,1.75,1,0,0,3,7,1120,0,1973,47.4418,-121.772,1250
"3142",8567300110,"20140604",485000,3,2.5,1,0,0,3,8,2340,0,1985,47.4052,-122.028,2700
"3143",5029450110,"20150327",215000,3,1.5,1,0,0,4,7,780,630,1982,47.2914,-122.368,1440
"3144",7915100490,"20140812",589000,4,1.75,1,0,0,5,7,1060,860,1919,47.5747,-122.384,1840
"3145",114101500,"20150417",325000,4,1.75,1,0,0,3,6,1370,0,1918,47.7572,-122.228,1650
"3146",9274201807,"20140820",580000,3,2.5,2.5,0,0,3,8,1590,0,2004,47.5903,-122.388,1620
"3147",7893206095,"20140716",181100,4,1.75,1,0,0,3,7,1850,0,1954,47.4217,-122.333,1460
"3148",2770602265,"20150224",345000,3,2,1,0,0,4,7,830,600,1908,47.6462,-122.384,1540
"3149",5418200245,"20150330",781000,3,1.75,1,0,0,3,8,1460,480,1960,47.7027,-122.282,2250
"3150",7228502150,"20141023",402500,4,1,1.5,0,0,3,7,1270,0,1903,47.6135,-122.307,1420
"3151",7972601030,"20150420",426000,3,1.5,1,0,0,3,7,1080,300,1948,47.5292,-122.348,1220
"3152",7853270940,"20140905",389000,3,2.5,2,0,0,3,7,1720,0,2005,47.5426,-121.879,2220
"3153",5561401220,"20140707",670000,6,3,2,0,0,4,8,2620,1430,1970,47.4708,-122.015,3660
"3154",1336800015,"20140521",1506000,4,3.25,2.5,0,0,3,10,3360,300,1909,47.6283,-122.312,3240
"3155",8944750850,"20140521",288400,3,2.25,2,0,0,3,7,1870,0,1997,47.4915,-122.167,1620
"3156",3362400590,"20150219",7e+05,4,2,1.5,0,0,5,7,1510,720,1908,47.682,-122.349,1520
"3157",6821100195,"20150331",830000,4,3,1,0,0,3,8,1220,800,1968,47.6563,-122.401,1400
"3158",1827200265,"20140911",1899000,2,2.75,2,1,4,3,12,3690,0,1989,47.4485,-122.369,2310
"3159",5100401429,"20141009",350500,2,1,1,0,0,3,7,1450,0,1967,47.6924,-122.321,1240
"3160",6116500028,"20150503",431000,3,1.75,1,0,0,4,7,1630,0,1956,47.4521,-122.36,1600
"3161",2759800110,"20141031",485000,3,2.5,1,0,1,3,8,1340,500,1958,47.7767,-122.378,1970
"3162",579000096,"20141010",780000,3,1.5,1,0,2,4,8,1620,0,1949,47.7014,-122.381,2440
"3163",9169600096,"20140801",720000,2,1.5,1,0,2,3,8,1340,500,1957,47.5281,-122.388,1880
"3164",1226059112,"20150220",415000,3,1,1,0,0,3,7,1360,0,1971,47.7528,-122.119,2040
"3165",6021503830,"20140620",480000,4,1,1,0,0,3,7,1040,1040,1941,47.6838,-122.386,1280
"3166",3824100291,"20140916",452250,4,2.25,1,0,0,4,7,1560,990,1979,47.77,-122.259,2440
"3167",9264921030,"20150406",316000,3,2.5,2,0,0,3,8,2550,0,1985,47.311,-122.345,1840
"3168",8073000495,"20141010",7e+05,2,1,1,1,4,3,6,1160,0,1945,47.5117,-122.248,1510
"3169",7129304105,"20140729",285000,4,2,1,0,1,3,7,780,980,1925,47.5183,-122.265,1510
"3170",525049085,"20140918",575000,3,1.75,1,0,0,5,7,860,860,1906,47.6782,-122.314,1720
"3171",6117500785,"20140722",590000,3,2.25,1,0,2,4,8,1580,720,1960,47.435,-122.347,2500
"3172",6115400008,"20150226",587500,4,1.75,1,0,2,3,8,1600,900,1956,47.431,-122.338,2170
"3173",4024101545,"20140922",364000,4,2.25,1.5,0,0,4,8,1750,0,1968,47.7612,-122.31,1750
"3174",8651511220,"20141217",490000,3,2.5,2,0,0,3,8,1890,0,1986,47.6478,-122.061,2080
"3175",5561301280,"20140505",410000,3,2.25,1,0,0,4,8,1360,440,1978,47.4688,-122.013,2730
"3176",3629800100,"20141028",520000,3,2.5,2,0,0,3,9,2160,0,1999,47.5476,-122.012,2160
"3177",6141100750,"20141008",389000,3,1,1,0,0,4,7,1380,0,1947,47.7164,-122.351,1610
"3178",2770605065,"20141118",450000,2,1,1,0,0,3,7,1180,0,1910,47.6531,-122.373,1600
"3179",2517100490,"20141205",325000,3,2.5,2,0,0,3,7,2550,0,2006,47.3986,-122.169,2550
"3180",4083801785,"20150313",660000,2,1,1,0,0,3,7,1070,0,1924,47.6631,-122.337,1400
"3181",4318200405,"20140620",850000,3,2.25,2,0,0,3,10,2250,620,1995,47.5363,-122.385,1310
"3182",2329810590,"20140806",285000,3,2.5,2,0,0,3,7,1940,0,1990,47.3794,-122.113,1860
"3183",2768301214,"20141211",395000,2,1,1,0,0,4,7,870,0,1923,47.6659,-122.369,1570
"3184",1931301105,"20140717",440000,3,2,2,0,0,3,7,1550,0,1996,47.6545,-122.348,1550
"3185",3343903640,"20150313",249000,3,1.75,1.5,0,0,5,6,1400,0,1917,47.5133,-122.196,2320
"3186",8813400245,"20150227",635000,3,1.75,1.5,0,0,4,8,1210,0,1930,47.6621,-122.288,2020
"3187",3521049048,"20140811",515000,3,2.5,2,0,0,3,9,3430,0,2001,47.2609,-122.27,2460
"3188",1118001645,"20150130",1400000,3,3.25,2,0,0,4,9,3020,0,1954,47.6332,-122.29,3020
"3189",2968801105,"20150304",2e+05,2,1,1,0,0,3,6,950,0,1955,47.4572,-122.351,1620
"3190",3524039209,"20140506",1135000,4,2.75,1,0,3,3,9,1970,1400,1970,47.5232,-122.383,2120
"3191",952003480,"20141117",445000,4,1,1,0,2,3,6,780,680,1946,47.566,-122.38,1560
"3192",2877102670,"20140707",555000,3,1.5,1.5,0,0,4,7,1640,100,1920,47.6782,-122.361,1660
"3193",5014000100,"20140924",537000,4,2,1,0,0,4,7,860,860,1950,47.5734,-122.395,1280
"3194",7399301050,"20150127",315000,3,1.75,1,0,0,4,7,1480,0,1968,47.4629,-122.187,1480
"3195",6979940100,"20150129",805000,5,2.5,2,0,0,3,9,3320,0,2000,47.5862,-122.054,3060
"3196",8731982840,"20140826",414000,4,2.5,1.5,0,0,4,8,3490,0,1969,47.3198,-122.386,2540
"3197",6909200037,"20140815",375000,2,1.5,2,0,0,3,7,1160,0,2002,47.5916,-122.293,1458
"3198",1160000115,"20150304",401000,4,1.75,1,0,0,3,8,1780,1230,1952,47.707,-122.316,2040
"3199",7893207665,"20150128",210000,3,1,1,0,0,3,7,1030,0,1967,47.4231,-122.329,1730
"3200",8024201270,"20140722",365000,2,1,1,0,0,4,7,780,200,1939,47.7002,-122.314,1430
"3201",3800008,"20150224",178000,5,1.5,1,0,0,3,7,1990,0,1960,47.4938,-122.262,1860
"3202",6788200931,"20140520",710000,2,1,1,0,0,4,7,1040,750,1923,47.6405,-122.301,1310
"3203",723049596,"20140509",255000,2,1,1,0,0,1,6,810,0,1928,47.489,-122.337,1440
"3204",7214711270,"20141204",528000,5,2.25,1,0,0,3,8,1700,1240,1977,47.7653,-122.077,2620
"3205",4136980090,"20150407",537000,4,4.25,2,0,3,3,10,3859,1024,2006,47.263,-122.216,3736
"3206",9278200131,"20140804",442000,4,1.5,1,0,0,3,7,1010,350,1955,47.5755,-122.396,1520
"3207",4046600750,"20150414",375000,3,1.75,1,0,0,3,7,1370,0,1978,47.7002,-121.912,1430
"3208",9510970090,"20141121",637250,4,2.5,2,0,0,3,9,2120,0,2005,47.6662,-122.083,2120
"3209",2594200375,"20150330",427500,3,1.75,1,0,0,5,7,1240,0,1942,47.5142,-122.389,1640
"3210",1125069064,"20150331",7e+05,4,2.5,2,0,0,3,8,2770,0,2004,47.6624,-122.01,2650
"3211",117000100,"20150319",680000,3,1.75,1,0,0,4,7,1080,580,1909,47.5843,-122.385,2060
"3212",9212900820,"20140828",393820,2,2,1,0,0,3,7,1170,0,1941,47.6873,-122.291,1360
"3213",3959400855,"20140820",525000,4,2.75,1,0,0,5,7,1350,1120,1940,47.5631,-122.317,1500
"3214",2028700265,"20150115",505000,2,1.75,1,0,0,2,7,1110,200,1929,47.679,-122.368,1510
"3215",3041700090,"20141111",555565,3,2,1,0,1,4,7,1670,0,1959,47.6602,-122.188,2210
"3216",868001295,"20141029",650000,3,1.75,1,0,0,4,7,1240,420,1942,47.7045,-122.379,3110
"3217",7853270740,"20140917",632500,5,3.25,2,0,0,3,8,2760,740,2005,47.5444,-121.881,2820
"3218",5416500090,"20140724",269000,3,2.5,2,0,0,3,7,1440,0,2005,47.3606,-122.039,1890
"3219",3574801110,"20141125",405000,4,2.75,1,0,0,3,7,1390,970,1978,47.7301,-122.223,2160
"3220",624110930,"20140724",845000,3,3.5,2,0,0,3,10,3460,0,1986,47.7262,-122.06,3350
"3221",5335700110,"20140725",234000,3,1,1,0,0,4,7,1750,0,1961,47.3608,-122.29,1400
"3222",1176000964,"20150422",638000,4,1.75,1.5,0,0,4,7,1470,0,1946,47.6692,-122.399,1480
"3223",7334602070,"20140804",290000,3,1.75,1,0,0,3,7,1060,650,1967,47.4678,-121.745,1180
"3224",2420069251,"20150225",262000,1,0.75,1,0,0,5,3,520,0,1920,47.2082,-121.995,1340
"3225",7885800740,"20150218",270000,4,2.5,2,0,0,3,8,2350,0,2003,47.3494,-122.153,3010
"3226",8082400076,"20141118",875000,4,2.25,2,0,0,4,9,2240,140,1948,47.6822,-122.4,1780
"3227",1310980110,"20140717",299000,3,2.25,2,0,0,4,8,1920,0,1982,47.3631,-122.276,2170
"3228",2354300740,"20150303",551000,3,1,1,0,0,5,7,1580,0,1947,47.5286,-122.032,1580
"3229",3023049236,"20140916",350000,3,2.75,2,0,1,3,7,2360,710,1950,47.4486,-122.353,2570
"3230",9808700405,"20140604",1901000,3,2.5,2,0,2,3,10,2660,0,1992,47.6501,-122.217,2660
"3231",2877102345,"20141027",511718,2,1.75,1,0,0,3,6,850,850,1915,47.6787,-122.363,1690
"3232",1924069058,"20141010",965000,4,3.25,2,0,0,5,9,3710,1300,1978,47.5489,-122.092,3140
"3233",9269260100,"20141216",475000,4,2.25,2,0,0,3,7,2680,0,1999,47.7539,-122.219,2460
"3234",2877104265,"20150415",1062000,4,2.75,1.5,0,2,5,8,1840,880,1928,47.6797,-122.359,1600
"3235",3123039089,"20140715",252000,2,1,1,0,0,4,6,940,0,1926,47.4408,-122.461,1370
"3236",8576400110,"20150317",580000,6,2.5,1,0,0,5,8,1798,1798,1964,47.4388,-122.339,1894
"3237",7660600131,"20141020",374950,2,2.25,2,0,0,3,8,1000,240,2008,47.5877,-122.316,1260
"3238",2296500131,"20141216",739000,5,4,2,0,2,4,9,2600,2060,1979,47.5135,-122.2,3380
"3239",1761300850,"20141217",271000,4,1.75,1,0,0,5,7,910,800,1975,47.3967,-122.174,1730
"3240",6083000037,"20140613",230000,2,1,1,0,0,3,6,930,0,1986,47.4866,-122.303,1370
"3241",5259800090,"20150427",210000,3,2.25,1,0,0,3,7,1070,360,1984,47.3239,-122.35,1430
"3242",2968801366,"20150224",350000,3,2.75,2,0,0,4,7,1650,0,1988,47.4563,-122.348,1320
"3243",2126059172,"20150506",491500,3,2.25,1,0,0,4,7,1110,450,1968,47.7256,-122.166,2190
"3244",7334501250,"20140909",325000,3,2.5,1,0,0,4,7,1250,620,1994,47.4639,-121.744,1380
"3245",1545805490,"20141006",190000,3,2,1,0,0,3,7,1320,0,1987,47.3635,-122.045,1420
"3246",7518500855,"20150504",658600,4,2,1.5,0,0,4,7,1400,0,1945,47.6826,-122.378,1400
"3247",4171200025,"20150327",299950,3,1.5,1,0,0,3,7,1300,640,1958,47.473,-122.328,2000
"3248",9818700215,"20150330",464000,5,2,1.5,0,0,3,6,1200,800,1931,47.6028,-122.298,1330
"3249",798000535,"20140625",308000,3,1,1.5,0,0,3,6,1640,0,1942,47.5027,-122.33,1500
"3250",3900100265,"20150129",625000,3,1,1,0,0,3,6,1020,0,1919,47.6795,-122.202,1870
"3251",1951100110,"20150205",240000,3,1.75,1,0,0,4,7,1080,550,1977,47.3729,-122.295,1280
"3252",7215420590,"20150504",530000,4,2.5,2,0,0,3,9,2940,0,1995,47.3401,-122.067,2890
"3253",3343301910,"20141020",1e+06,5,4.5,2,1,4,5,8,2120,0,1939,47.5488,-122.197,2870
"3254",9828702095,"20140925",439000,1,1,1,0,0,3,7,790,0,1918,47.6178,-122.299,1580
"3255",2917200645,"20150511",575000,4,1.75,1,0,0,4,6,1010,1010,1948,47.7013,-122.35,1440
"3256",6163900501,"20141021",418000,3,1.75,1,0,0,3,7,1530,0,1959,47.7629,-122.315,1580
"3257",540100057,"20150428",1208000,4,3.75,2,0,0,4,9,2940,310,1930,47.639,-122.219,2340
"3258",2652500300,"20140603",1100000,4,3.75,1.5,0,0,5,9,2130,800,1925,47.643,-122.359,1900
"3259",1330300300,"20150415",1900000,3,3.75,2,0,0,3,10,3150,0,2007,47.6387,-122.284,2510
"3260",1137301780,"20141126",580000,3,2.5,2,0,0,3,9,2180,0,1985,47.733,-122.09,2630
"3261",9842300485,"20150311",380000,2,1,1,0,0,5,7,840,200,1939,47.5285,-122.378,1930
"3262",7224000315,"20140723",256000,3,1,1,0,0,4,5,880,0,1924,47.4858,-122.202,980
"3263",6161000015,"20140515",349950,3,1,1,0,0,3,8,1400,0,1957,47.7127,-122.325,1400
"3264",5207200195,"20140701",691500,4,2.5,2,0,0,3,7,2600,0,1962,47.6944,-122.274,1790
"3265",9191201790,"20141031",556000,3,1.75,1.5,0,0,4,7,1190,400,1908,47.6668,-122.299,1420
"3266",8731902680,"20141120",218000,3,2.25,1,0,0,4,8,1280,330,1968,47.3146,-122.384,2170
"3267",9448300115,"20141205",425000,4,2,1.5,0,0,5,7,1390,0,1908,47.5552,-122.311,1900
"3268",4045500625,"20140822",935000,3,3.25,2,0,0,3,10,3710,0,1998,47.693,-121.868,1680
"3269",5603700025,"20141007",732000,4,1.75,1,0,0,4,9,2360,0,1974,47.5728,-122.163,2290
"3270",1266200015,"20150127",805500,3,1,1,0,0,4,7,1440,0,1952,47.6245,-122.193,2080
"3271",952003350,"20150204",507250,3,1.75,1,0,2,3,6,1100,300,1915,47.5659,-122.38,1500
"3272",2386000300,"20141202",8e+05,4,2.5,2,0,0,3,10,4600,0,1990,47.6417,-121.992,4600
"3273",3625059143,"20140903",6e+05,3,2.25,2,0,1,4,8,2100,0,1979,47.6068,-122.112,2420
"3274",8651500850,"20150317",627800,4,1.75,1,0,0,3,9,2010,0,1982,47.6446,-122.068,2200
"3275",3359500110,"20140624",660000,2,2.25,2,0,0,5,7,1860,690,1902,47.6739,-122.323,2010
"3276",818500490,"20141009",153503,2,2.5,2,0,0,3,7,1240,0,1986,47.3241,-122.322,1400
"3277",3876311390,"20150120",456500,3,2.25,1,0,0,3,7,1460,630,1975,47.7334,-122.167,1960
"3278",8085400490,"20140801",1306000,5,2.5,2,0,0,3,9,2770,0,2002,47.6341,-122.208,2070
"3279",2355010090,"20141207",843500,3,2.5,2,0,0,3,11,3560,0,1997,47.7126,-122.104,3290
"3280",9550200265,"20140818",625000,3,1,1,0,0,3,7,1240,0,1925,47.667,-122.333,2060
"3281",8818400490,"20140611",527000,2,1.75,1,0,0,3,7,840,800,1921,47.6645,-122.326,1980
"3282",8964800025,"20150226",1965000,5,3.75,1.5,0,3,4,9,3940,0,1951,47.6203,-122.212,2370
"3283",2125059112,"20150326",1003000,5,2.5,2,0,0,4,9,3150,0,1969,47.6387,-122.177,3600
"3284",2028700535,"20150225",855000,4,3,2,0,0,3,8,1720,830,1908,47.6786,-122.367,1590
"3285",4309710100,"20140620",725000,4,3.25,2,0,3,3,9,3440,500,2000,47.5157,-122.116,3420
"3286",4364700805,"20141015",315000,1,1,1,0,0,3,6,580,0,2000,47.5249,-122.373,1360
"3287",3356407665,"20140924",180000,3,1.75,1,0,0,3,7,1330,0,1978,47.28,-122.257,1330
"3288",9238900855,"20150313",7e+05,2,1,1,0,3,3,7,930,0,1926,47.5333,-122.388,1760
"3289",1086100100,"20140811",476500,3,1,2,0,0,4,7,1060,0,1962,47.6615,-122.179,2010
"3290",6121000110,"20140603",193000,3,1.5,1,0,0,3,7,1180,0,1960,47.4327,-122.328,1460
"3291",8700100100,"20140819",295000,4,2.5,2,0,0,3,7,1850,0,1990,47.3618,-122.195,1850
"3292",9417400215,"20140731",363000,2,1,1,0,0,4,6,820,0,1925,47.5483,-122.394,1320
"3293",7701961030,"20150129",875000,4,2.5,2,0,0,4,11,3600,0,1990,47.7121,-122.072,3410
"3294",2149800148,"20140514",257200,3,2,1,0,0,4,7,1150,700,1952,47.3066,-122.209,1580
"3295",686450490,"20140929",555000,3,2,1,0,0,3,8,2240,0,1968,47.6371,-122.119,2200
"3296",9413400165,"20140624",380000,3,2.25,2,0,0,4,7,1860,0,1963,47.1559,-121.646,1110
"3297",104550690,"20140725",282000,4,2.75,2,0,0,3,7,2390,0,1989,47.3061,-122.359,1980
"3298",1995200245,"20140606",545000,4,2.5,2,0,0,3,7,2040,0,1990,47.6952,-122.323,1380
"3299",7409700215,"20140606",550000,3,1.5,1.5,0,0,3,7,1640,260,1926,47.6779,-122.294,2090
"3300",7409700215,"20150313",921500,3,1.5,1.5,0,0,3,7,1640,260,1926,47.6779,-122.294,2090
"3301",1337800855,"20150512",885000,3,1.5,2,0,0,5,7,1440,760,1904,47.6308,-122.312,2440
"3302",7015200615,"20140529",820000,4,2.25,1.5,0,2,3,8,1960,320,1940,47.6503,-122.368,1720
"3303",8805400090,"20140513",289000,3,1,1,0,0,5,6,1090,0,1981,47.494,-122.165,1090
"3304",2391602350,"20150213",334000,1,1,1,0,0,3,7,670,0,1942,47.5624,-122.394,1170
"3305",844001140,"20141028",206000,3,1,1,0,0,5,5,1050,0,1906,47.3106,-121.999,970
"3306",5210200131,"20140630",491950,3,2.25,1,0,0,3,7,1440,650,1958,47.6971,-122.281,1740
"3307",6893300110,"20141113",430000,3,2.5,2,0,0,3,8,2030,0,2003,47.5253,-121.93,1360
"3308",1796351080,"20140718",208000,3,2,1,0,0,4,7,1250,0,1980,47.3684,-122.092,1540
"3309",1938400300,"20140708",245000,4,2.25,1,0,0,3,8,1390,1210,1978,47.3174,-122.366,2110
"3310",2877101340,"20150318",426000,2,1,1,0,0,4,6,640,0,1918,47.6776,-122.361,1460
"3311",6084200100,"20140801",4e+05,3,2.5,2,0,0,3,7,2120,0,2006,47.4787,-122.129,2250
"3312",7977201910,"20150414",553000,3,1,1,0,0,3,7,900,430,1942,47.6837,-122.291,1500
"3313",6638900115,"20150331",296000,2,1,1,0,0,3,5,750,0,1948,47.6919,-122.371,1450
"3314",2587920110,"20150217",428000,3,2.5,1,0,0,4,8,2230,0,1977,47.3321,-122.105,2400
"3315",3438500714,"20140506",325000,4,2.5,1,0,0,3,7,980,910,1980,47.551,-122.356,1590
"3316",726049184,"20140721",294000,2,1,1,0,0,5,6,820,0,1952,47.7512,-122.34,1580
"3317",2787720300,"20150319",410000,3,1.75,1,0,0,4,7,1380,500,1977,47.5116,-122.161,1970
"3318",2821049048,"20140603",590000,4,4.25,2,0,0,4,8,2360,0,1939,47.2843,-122.294,2037
"3319",3904901450,"20141120",445000,3,2.25,2,0,0,4,7,1850,0,1985,47.5669,-122.017,1650
"3320",9829200495,"20150325",921000,4,2.5,2,0,4,4,8,2010,300,1928,47.6044,-122.284,2530
"3321",1523089097,"20150304",496000,3,1.5,1,0,0,3,8,2520,0,1955,47.4777,-121.763,1470
"3322",2724200705,"20141212",95000,2,1,1,0,0,3,7,800,0,1947,47.4075,-122.294,1490
"3323",8122600245,"20140925",359000,4,1.75,1,0,0,4,6,790,790,1945,47.5378,-122.369,1180
"3324",1323089184,"20140502",452500,3,2.5,1,0,0,4,7,1570,860,1985,47.4828,-121.718,1560
"3325",2600300110,"20141202",555000,4,1.75,1.5,0,0,4,7,1410,940,1946,47.559,-122.397,1800
"3326",9485951030,"20140924",549900,5,3,1.5,0,0,4,9,3800,0,1984,47.3488,-122.095,2580
"3327",4021700025,"20140610",569000,5,3,1,0,0,5,8,2060,1610,1952,47.7589,-122.277,2720
"3328",2473250850,"20140716",318500,4,2,1,0,0,5,7,900,880,1974,47.4562,-122.158,1480
"3329",9828702310,"20140611",487028,2,1.5,2,0,0,3,9,1105,190,2007,47.6192,-122.299,1295
"3330",7523700245,"20141015",240000,3,1,1,0,0,4,7,950,400,1959,47.3784,-122.303,1470
"3331",1765100025,"20150202",253000,3,2.25,1,0,0,3,7,1440,0,1965,47.3857,-122.212,1590
"3332",2011400405,"20140831",380000,5,1.75,1,0,0,4,7,1120,200,1947,47.3937,-122.323,2360
"3333",3410600015,"20150406",250000,2,0.75,1,0,0,4,6,700,0,1958,47.3009,-122.125,2010
"3334",3276050110,"20141010",368500,2,1.75,2,0,0,3,9,2510,0,1977,47.3103,-122.199,2400
"3335",7792000025,"20150211",340000,3,1,1,0,0,3,8,1400,1780,1969,47.1986,-121.967,2180
"3336",2810600015,"20150427",4e+05,2,1,1,0,0,3,7,910,0,1918,47.5427,-122.388,1060
"3337",8081900011,"20140916",835000,3,2,1.5,0,0,5,8,1570,0,1927,47.68,-122.399,1760
"3338",104550740,"20141201",299000,3,2.5,2,0,0,3,8,2450,0,1993,47.3061,-122.36,1960
"3339",1959701745,"20141107",1675000,6,2.25,2.5,0,0,5,10,3580,1330,1910,47.6458,-122.32,3280
"3340",8078520090,"20140514",265000,3,2,1,0,0,3,7,1570,0,1998,47.3156,-122.188,1570
